test,approach,answer,time
ca-AstroPh,DPFH-WCC,76,2679157
ca-AstroPh,DPFH-WCC,77,2679159
ca-AstroPh,DPFH-WCC,78,2679161
ca-AstroPh,DPFH-WCC,79,2679163
ca-AstroPh,DPFH-WCC,80,2679165
ca-AstroPh,DPFH-WCC,81,2679167
ca-AstroPh,DPFH-WCC,82,2679168
ca-AstroPh,DPFH-WCC,83,2679170
ca-AstroPh,DPFH-WCC,84,2679172
ca-AstroPh,DPFH-WCC,85,2679174
ca-AstroPh,DPFH-WCC,86,2679176
ca-AstroPh,DPFH-WCC,87,2679178
ca-AstroPh,DPFH-WCC,88,2679180
ca-AstroPh,DPFH-WCC,89,2679182
ca-AstroPh,DPFH-WCC,90,2679183
ca-AstroPh,DPFH-WCC,91,2679185
ca-AstroPh,DPFH-WCC,92,2679187
ca-AstroPh,DPFH-WCC,93,2679189
ca-AstroPh,DPFH-WCC,94,2679191
ca-AstroPh,DPFH-WCC,95,2679192
ca-AstroPh,DPFH-WCC,96,2679194
ca-AstroPh,DPFH-WCC,97,2679196
ca-AstroPh,DPFH-WCC,98,2679198
ca-AstroPh,DPFH-WCC,99,2679200
ca-AstroPh,DPFH-WCC,100,2679202
ca-AstroPh,DPFH-WCC,101,2679204
ca-AstroPh,DPFH-WCC,102,2679206
ca-AstroPh,DPFH-WCC,103,2679208
ca-AstroPh,DPFH-WCC,104,2679210
ca-AstroPh,DPFH-WCC,105,2679212
ca-AstroPh,DPFH-WCC,106,2679214
ca-AstroPh,DPFH-WCC,107,2679216
ca-AstroPh,DPFH-WCC,108,2679217
ca-AstroPh,DPFH-WCC,109,2679219
ca-AstroPh,DPFH-WCC,110,2679221
ca-AstroPh,DPFH-WCC,111,2679223
ca-AstroPh,DPFH-WCC,112,2679225
ca-AstroPh,DPFH-WCC,113,2679227
ca-AstroPh,DPFH-WCC,114,2679229
ca-AstroPh,DPFH-WCC,115,2679231
ca-AstroPh,DPFH-WCC,116,2679233
ca-AstroPh,DPFH-WCC,117,2679235
ca-AstroPh,DPFH-WCC,118,2679237
ca-AstroPh,DPFH-WCC,119,2679239
ca-AstroPh,DPFH-WCC,120,2679241
ca-AstroPh,DPFH-WCC,121,2679243
ca-AstroPh,DPFH-WCC,122,2679245
ca-AstroPh,DPFH-WCC,123,2679247
ca-AstroPh,DPFH-WCC,124,2679249
ca-AstroPh,DPFH-WCC,125,2679251
ca-AstroPh,DPFH-WCC,126,2679252
ca-AstroPh,DPFH-WCC,127,2679254
ca-AstroPh,DPFH-WCC,128,2679257
ca-AstroPh,DPFH-WCC,129,2679259
ca-AstroPh,DPFH-WCC,130,2679260
ca-AstroPh,DPFH-WCC,131,2679262
ca-AstroPh,DPFH-WCC,132,2679264
ca-AstroPh,DPFH-WCC,133,2679266
ca-AstroPh,DPFH-WCC,134,2679268
ca-AstroPh,DPFH-WCC,135,2679270
ca-AstroPh,DPFH-WCC,136,2679272
ca-AstroPh,DPFH-WCC,137,2679274
ca-AstroPh,DPFH-WCC,138,2679275
ca-AstroPh,DPFH-WCC,139,2679278
ca-AstroPh,DPFH-WCC,140,2679279
ca-AstroPh,DPFH-WCC,141,2679281
ca-AstroPh,DPFH-WCC,142,2679283
ca-AstroPh,DPFH-WCC,143,2679285
ca-AstroPh,DPFH-WCC,144,2679287
ca-AstroPh,DPFH-WCC,145,2679289
ca-AstroPh,DPFH-WCC,146,2679291
ca-AstroPh,DPFH-WCC,147,2679293
ca-AstroPh,DPFH-WCC,148,2679295
ca-AstroPh,DPFH-WCC,149,2679297
ca-AstroPh,DPFH-WCC,150,2679299
ca-AstroPh,DPFH-WCC,151,2679301
ca-AstroPh,DPFH-WCC,152,2679303
ca-AstroPh,DPFH-WCC,153,2679305
ca-AstroPh,DPFH-WCC,154,2679306
ca-AstroPh,DPFH-WCC,155,2679308
ca-AstroPh,DPFH-WCC,156,2679310
ca-AstroPh,DPFH-WCC,157,2679313
ca-AstroPh,DPFH-WCC,158,2679314
ca-AstroPh,DPFH-WCC,159,2679316
ca-AstroPh,DPFH-WCC,160,2679318
ca-AstroPh,DPFH-WCC,161,2679320
ca-AstroPh,DPFH-WCC,162,2679322
ca-AstroPh,DPFH-WCC,163,2679974
ca-AstroPh,DPFH-WCC,164,2679981
ca-AstroPh,DPFH-WCC,165,2679983
ca-AstroPh,DPFH-WCC,166,2679985
ca-AstroPh,DPFH-WCC,167,2679987
ca-AstroPh,DPFH-WCC,168,2679988
ca-AstroPh,DPFH-WCC,169,2679990
ca-AstroPh,DPFH-WCC,170,2679992
ca-AstroPh,DPFH-WCC,171,2679993
ca-AstroPh,DPFH-WCC,172,2679995
ca-AstroPh,DPFH-WCC,173,2679997
ca-AstroPh,DPFH-WCC,174,2679998
ca-AstroPh,DPFH-WCC,175,2680000
ca-AstroPh,DPFH-WCC,176,2680002
ca-AstroPh,DPFH-WCC,177,2680003
ca-AstroPh,DPFH-WCC,178,2680005
ca-AstroPh,DPFH-WCC,179,2680006
ca-AstroPh,DPFH-WCC,180,2680008
ca-AstroPh,DPFH-WCC,181,2680010
ca-AstroPh,DPFH-WCC,182,2680011
ca-AstroPh,DPFH-WCC,183,2680013
ca-AstroPh,DPFH-WCC,184,2680015
ca-AstroPh,DPFH-WCC,185,2680016
ca-AstroPh,DPFH-WCC,186,2680018
ca-AstroPh,DPFH-WCC,187,2680020
ca-AstroPh,DPFH-WCC,188,2680021
ca-AstroPh,DPFH-WCC,189,2680023
ca-AstroPh,DPFH-WCC,190,2680025
ca-AstroPh,DPFH-WCC,191,2680026
ca-AstroPh,DPFH-WCC,192,2680028
ca-AstroPh,DPFH-WCC,193,2680029
ca-AstroPh,DPFH-WCC,194,2680031
ca-AstroPh,DPFH-WCC,195,2680033
ca-AstroPh,DPFH-WCC,196,2680034
ca-AstroPh,DPFH-WCC,197,2680036
ca-AstroPh,DPFH-WCC,198,2680037
ca-AstroPh,DPFH-WCC,199,2680039
ca-AstroPh,DPFH-WCC,200,2680041
ca-AstroPh,DPFH-WCC,201,2680042
ca-AstroPh,DPFH-WCC,202,2680044
ca-AstroPh,DPFH-WCC,203,2680046
ca-AstroPh,DPFH-WCC,204,2680047
ca-AstroPh,DPFH-WCC,205,2680049
ca-AstroPh,DPFH-WCC,206,2680051
ca-AstroPh,DPFH-WCC,207,2680052
ca-AstroPh,DPFH-WCC,208,2680054
ca-AstroPh,DPFH-WCC,209,2680056
ca-AstroPh,DPFH-WCC,210,2680057
ca-AstroPh,DPFH-WCC,211,2680059
ca-AstroPh,DPFH-WCC,212,2680061
ca-AstroPh,DPFH-WCC,213,2680062
ca-AstroPh,DPFH-WCC,214,2680064
ca-AstroPh,DPFH-WCC,215,2680066
ca-AstroPh,DPFH-WCC,216,2680067
ca-AstroPh,DPFH-WCC,217,2680069
ca-AstroPh,DPFH-WCC,218,2680071
ca-AstroPh,DPFH-WCC,219,2680072
ca-AstroPh,DPFH-WCC,220,2680074
ca-AstroPh,DPFH-WCC,221,2680076
ca-AstroPh,DPFH-WCC,222,2680077
ca-AstroPh,DPFH-WCC,223,2680079
ca-AstroPh,DPFH-WCC,224,2680081
ca-AstroPh,DPFH-WCC,225,2680082
ca-AstroPh,DPFH-WCC,226,2680084
ca-AstroPh,DPFH-WCC,227,2680086
ca-AstroPh,DPFH-WCC,228,2680087
ca-AstroPh,DPFH-WCC,229,2680089
ca-AstroPh,DPFH-WCC,230,2680091
ca-AstroPh,DPFH-WCC,231,2680092
ca-AstroPh,DPFH-WCC,232,2680094
ca-AstroPh,DPFH-WCC,233,2680096
ca-AstroPh,DPFH-WCC,234,2680097
ca-AstroPh,DPFH-WCC,235,2680099
ca-AstroPh,DPFH-WCC,236,2680101
ca-AstroPh,DPFH-WCC,237,2680102
ca-AstroPh,DPFH-WCC,238,2680104
ca-AstroPh,DPFH-WCC,239,2680105
ca-AstroPh,DPFH-WCC,240,2680107
ca-AstroPh,DPFH-WCC,241,2680109
ca-AstroPh,DPFH-WCC,242,2680110
ca-AstroPh,DPFH-WCC,243,2680112
ca-AstroPh,DPFH-WCC,244,2680114
ca-AstroPh,DPFH-WCC,245,2680115
ca-AstroPh,DPFH-WCC,246,2680117
ca-AstroPh,DPFH-WCC,247,2680119
ca-AstroPh,DPFH-WCC,248,2680120
ca-AstroPh,DPFH-WCC,249,2680122
ca-AstroPh,DPFH-WCC,250,2680123
ca-AstroPh,DPFH-WCC,251,2680125
ca-AstroPh,DPFH-WCC,252,2680127
ca-AstroPh,DPFH-WCC,253,2680128
ca-AstroPh,DPFH-WCC,254,2680130
ca-AstroPh,DPFH-WCC,255,2680132
ca-AstroPh,DPFH-WCC,256,2680133
ca-AstroPh,DPFH-WCC,257,2680135
ca-AstroPh,DPFH-WCC,258,2680137
ca-AstroPh,DPFH-WCC,259,2680138
ca-AstroPh,DPFH-WCC,260,2680140
ca-AstroPh,DPFH-WCC,261,2680142
ca-AstroPh,DPFH-WCC,262,2680143
ca-AstroPh,DPFH-WCC,263,2680145
ca-AstroPh,DPFH-WCC,264,2680147
ca-AstroPh,DPFH-WCC,265,2680148
ca-AstroPh,DPFH-WCC,266,2680150
ca-AstroPh,DPFH-WCC,267,2680152
ca-AstroPh,DPFH-WCC,268,2680153
ca-AstroPh,DPFH-WCC,269,2680155
ca-AstroPh,DPFH-WCC,270,2680157
ca-AstroPh,DPFH-WCC,271,2680158
ca-AstroPh,DPFH-WCC,272,2680160
ca-AstroPh,DPFH-WCC,273,2680162
ca-AstroPh,DPFH-WCC,274,2680164
ca-AstroPh,DPFH-WCC,275,2680165
ca-AstroPh,DPFH-WCC,276,2680167
ca-AstroPh,DPFH-WCC,277,2680168
ca-AstroPh,DPFH-WCC,278,2680170
ca-AstroPh,DPFH-WCC,279,2680172
ca-AstroPh,DPFH-WCC,280,2680174
ca-AstroPh,DPFH-WCC,281,2680175
ca-AstroPh,DPFH-WCC,282,2680177
ca-AstroPh,DPFH-WCC,283,2680178
ca-AstroPh,DPFH-WCC,284,2680180
ca-AstroPh,DPFH-WCC,285,2680182
ca-AstroPh,DPFH-WCC,286,2680183
ca-AstroPh,DPFH-WCC,287,2680185
ca-AstroPh,DPFH-WCC,288,2680187
ca-AstroPh,DPFH-WCC,289,2680189
ca-AstroPh,DPFH-WCC,290,2680190
ca-AstroPh,DP-WCC,1,3112227
ca-AstroPh,DP-WCC,2,3112310
ca-AstroPh,DP-WCC,3,3112316
ca-AstroPh,DP-WCC,4,3112321
ca-AstroPh,DP-WCC,5,3112325
ca-AstroPh,DP-WCC,6,3112328
ca-AstroPh,DP-WCC,7,3112332
ca-AstroPh,DP-WCC,8,3112335
ca-AstroPh,DP-WCC,9,3112339
ca-AstroPh,DP-WCC,10,3112343
ca-AstroPh,DP-WCC,11,3112347
ca-AstroPh,DP-WCC,12,3112350
ca-AstroPh,DP-WCC,13,3112354
ca-AstroPh,DP-WCC,14,3112358
ca-AstroPh,DP-WCC,15,3112361
ca-AstroPh,DP-WCC,16,3112364
ca-AstroPh,DP-WCC,17,3112368
ca-AstroPh,DP-WCC,18,3112372
ca-AstroPh,DP-WCC,19,3112375
ca-AstroPh,DP-WCC,20,3112379
ca-AstroPh,DP-WCC,21,3112382
ca-AstroPh,DP-WCC,22,3112386
ca-AstroPh,DP-WCC,23,3112389
ca-AstroPh,DP-WCC,24,3112393
ca-AstroPh,DP-WCC,25,3112397
ca-AstroPh,DP-WCC,26,3112400
ca-AstroPh,DP-WCC,27,3112403
ca-AstroPh,DP-WCC,28,3112407
ca-AstroPh,DP-WCC,29,3112410
ca-AstroPh,DP-WCC,30,3112414
ca-AstroPh,DP-WCC,31,3112417
ca-AstroPh,DP-WCC,32,3112421
ca-AstroPh,DP-WCC,33,3112424
ca-AstroPh,DP-WCC,34,3112427
ca-AstroPh,DP-WCC,35,3112431
ca-AstroPh,DP-WCC,36,3112434
ca-AstroPh,DP-WCC,37,3112438
ca-AstroPh,DP-WCC,38,3112441
ca-AstroPh,DP-WCC,39,3112445
ca-AstroPh,DP-WCC,40,3112448
ca-AstroPh,DP-WCC,41,3112452
ca-AstroPh,DP-WCC,42,3112455
ca-AstroPh,DP-WCC,43,3112458
ca-AstroPh,DP-WCC,44,3112462
ca-AstroPh,DP-WCC,45,3112465
ca-AstroPh,DP-WCC,46,3112469
ca-AstroPh,DP-WCC,47,3112472
ca-AstroPh,DP-WCC,48,3112476
ca-AstroPh,DP-WCC,49,3112479
ca-AstroPh,DP-WCC,50,3112482
ca-AstroPh,DP-WCC,51,3112486
ca-AstroPh,DP-WCC,52,3112490
ca-AstroPh,DP-WCC,53,3112493
ca-AstroPh,DP-WCC,54,3112496
ca-AstroPh,DP-WCC,55,3112500
ca-AstroPh,DP-WCC,56,3112503
ca-AstroPh,DP-WCC,57,3112507
ca-AstroPh,DP-WCC,58,3112510
ca-AstroPh,DP-WCC,59,3112513
ca-AstroPh,DP-WCC,60,3112517
ca-AstroPh,DP-WCC,61,3112520
ca-AstroPh,DP-WCC,62,3112524
ca-AstroPh,DP-WCC,63,3112527
ca-AstroPh,DP-WCC,64,3112530
ca-AstroPh,DP-WCC,65,3112534
ca-AstroPh,DP-WCC,66,3112537
ca-AstroPh,DP-WCC,67,3112540
ca-AstroPh,DP-WCC,68,3112544
ca-AstroPh,DP-WCC,69,3112547
ca-AstroPh,DP-WCC,70,3112551
ca-AstroPh,DP-WCC,71,3112554
ca-AstroPh,DP-WCC,72,3112558
ca-AstroPh,DP-WCC,73,3112561
ca-AstroPh,DP-WCC,74,3112564
ca-AstroPh,DP-WCC,75,3112568
ca-AstroPh,DP-WCC,76,3112571
ca-AstroPh,DP-WCC,77,3112575
ca-AstroPh,DP-WCC,78,3112578
ca-AstroPh,DP-WCC,79,3112582
ca-AstroPh,DP-WCC,80,3112586
ca-AstroPh,DP-WCC,81,3112589
ca-AstroPh,DP-WCC,82,3112593
ca-AstroPh,DP-WCC,83,3112596
ca-AstroPh,DP-WCC,84,3112600
ca-AstroPh,DP-WCC,85,3112603
ca-AstroPh,DP-WCC,86,3112606
ca-AstroPh,DP-WCC,87,3112610
ca-AstroPh,DP-WCC,88,3112613
ca-AstroPh,DP-WCC,89,3112617
ca-AstroPh,DP-WCC,90,3112620
ca-AstroPh,DP-WCC,91,3112623
ca-AstroPh,DP-WCC,92,3112627
ca-AstroPh,DP-WCC,93,3112630
ca-AstroPh,DP-WCC,94,3112634
ca-AstroPh,DP-WCC,95,3112637
ca-AstroPh,DP-WCC,96,3112640
ca-AstroPh,DP-WCC,97,3112644
ca-AstroPh,DP-WCC,98,3112647
ca-AstroPh,DP-WCC,99,3112650
ca-AstroPh,DP-WCC,100,3112654
ca-AstroPh,DP-WCC,101,3112657
ca-AstroPh,DP-WCC,102,3112661
ca-AstroPh,DP-WCC,103,3112664
ca-AstroPh,DP-WCC,104,3112668
ca-AstroPh,DP-WCC,105,3112671
ca-AstroPh,DP-WCC,106,3112675
ca-AstroPh,DP-WCC,107,3112678
ca-AstroPh,DP-WCC,108,3112682
ca-AstroPh,DP-WCC,109,3112685
ca-AstroPh,DP-WCC,110,3112688
ca-AstroPh,DP-WCC,111,3112692
ca-AstroPh,DP-WCC,112,3112695
ca-AstroPh,DP-WCC,113,3112699
ca-AstroPh,DP-WCC,114,3112702
ca-AstroPh,DP-WCC,115,3112705
ca-AstroPh,DP-WCC,116,3112709
ca-AstroPh,DP-WCC,117,3112712
ca-AstroPh,DP-WCC,118,3112716
ca-AstroPh,DP-WCC,119,3112719
ca-AstroPh,DP-WCC,120,3112722
ca-AstroPh,DP-WCC,121,3112726
ca-AstroPh,DP-WCC,122,3112729
ca-AstroPh,DP-WCC,123,3112732
ca-AstroPh,DP-WCC,124,3112736
ca-AstroPh,DP-WCC,125,3112739
ca-AstroPh,DP-WCC,126,3112742
ca-AstroPh,DP-WCC,127,3112746
ca-AstroPh,DP-WCC,128,3112749
ca-AstroPh,DP-WCC,129,3112752
ca-AstroPh,DP-WCC,130,3112756
ca-AstroPh,DP-WCC,131,3112759
ca-AstroPh,DP-WCC,132,3112762
ca-AstroPh,DP-WCC,133,3112766
ca-AstroPh,DP-WCC,134,3112769
ca-AstroPh,DP-WCC,135,3112773
ca-AstroPh,DP-WCC,136,3113512
ca-AstroPh,DP-WCC,137,3113528
ca-AstroPh,DP-WCC,138,3113533
ca-AstroPh,DP-WCC,139,3113537
ca-AstroPh,DP-WCC,140,3113541
ca-AstroPh,DP-WCC,141,3113544
ca-AstroPh,DP-WCC,142,3113548
ca-AstroPh,DP-WCC,143,3113551
ca-AstroPh,DP-WCC,144,3113555
ca-AstroPh,DP-WCC,145,3113558
ca-AstroPh,DP-WCC,146,3113562
ca-AstroPh,DP-WCC,147,3113565
ca-AstroPh,DP-WCC,148,3113568
ca-AstroPh,DP-WCC,149,3113572
ca-AstroPh,DP-WCC,150,3116176
ca-AstroPh,DP-WCC,151,3116206
ca-AstroPh,DP-WCC,152,3116212
ca-AstroPh,DP-WCC,153,3116216
ca-AstroPh,DP-WCC,154,3116220
ca-AstroPh,DP-WCC,155,3116223
ca-AstroPh,DP-WCC,156,3116227
ca-AstroPh,DP-WCC,157,3116230
ca-AstroPh,DP-WCC,158,3116234
ca-AstroPh,DP-WCC,159,3116237
ca-AstroPh,DP-WCC,160,3116241
ca-AstroPh,DP-WCC,161,3116245
ca-AstroPh,DP-WCC,162,3116249
ca-AstroPh,DP-WCC,163,3116252
ca-AstroPh,DP-WCC,164,3116256
ca-AstroPh,DP-WCC,165,3116259
ca-AstroPh,DP-WCC,166,3116262
ca-AstroPh,DP-WCC,167,3116266
ca-AstroPh,DP-WCC,168,3116269
ca-AstroPh,DP-WCC,169,3116273
ca-AstroPh,DP-WCC,170,3116276
ca-AstroPh,DP-WCC,171,3116280
ca-AstroPh,DP-WCC,172,3116283
ca-AstroPh,DP-WCC,173,3116287
ca-AstroPh,DP-WCC,174,3116291
ca-AstroPh,DP-WCC,175,3116294
ca-AstroPh,DP-WCC,176,3116297
ca-AstroPh,DP-WCC,177,3116301
ca-AstroPh,DP-WCC,178,3116304
ca-AstroPh,DP-WCC,179,3116308
ca-AstroPh,DP-WCC,180,3116311
ca-AstroPh,DP-WCC,181,3116315
ca-AstroPh,DP-WCC,182,3116318
ca-AstroPh,DP-WCC,183,3116322
ca-AstroPh,DP-WCC,184,3116325
ca-AstroPh,DP-WCC,185,3116329
ca-AstroPh,DP-WCC,186,3116332
ca-AstroPh,DP-WCC,187,3116335
ca-AstroPh,DP-WCC,188,3116339
ca-AstroPh,DP-WCC,189,3116342
ca-AstroPh,DP-WCC,190,3116345
ca-AstroPh,DP-WCC,191,3116349
ca-AstroPh,DP-WCC,192,3116352
ca-AstroPh,DP-WCC,193,3116356
ca-AstroPh,DP-WCC,194,3116360
ca-AstroPh,DP-WCC,195,3116363
ca-AstroPh,DP-WCC,196,3116366
ca-AstroPh,DP-WCC,197,3116370
ca-AstroPh,DP-WCC,198,3116373
ca-AstroPh,DP-WCC,199,3116376
ca-AstroPh,DP-WCC,200,3116380
ca-AstroPh,DP-WCC,201,3116383
ca-AstroPh,DP-WCC,202,3116387
ca-AstroPh,DP-WCC,203,3116390
ca-AstroPh,DP-WCC,204,3116394
ca-AstroPh,DP-WCC,205,3116397
ca-AstroPh,DP-WCC,206,3116400
ca-AstroPh,DP-WCC,207,3116404
ca-AstroPh,DP-WCC,208,3116407
ca-AstroPh,DP-WCC,209,3116410
ca-AstroPh,DP-WCC,210,3116414
ca-AstroPh,DP-WCC,211,3116417
ca-AstroPh,DP-WCC,212,3116420
ca-AstroPh,DP-WCC,213,3116424
ca-AstroPh,DP-WCC,214,3116427
ca-AstroPh,DP-WCC,215,3116431
ca-AstroPh,DP-WCC,216,3116434
ca-AstroPh,DP-WCC,217,3116438
ca-AstroPh,DP-WCC,218,3116441
ca-AstroPh,DP-WCC,219,3116445
ca-AstroPh,DP-WCC,220,3116448
ca-AstroPh,DP-WCC,221,3116452
ca-AstroPh,DP-WCC,222,3116455
ca-AstroPh,DP-WCC,223,3116458
ca-AstroPh,DP-WCC,224,3116462
ca-AstroPh,DP-WCC,225,3116465
ca-AstroPh,DP-WCC,226,3116468
ca-AstroPh,DP-WCC,227,3116472
ca-AstroPh,DP-WCC,228,3116475
ca-AstroPh,DP-WCC,229,3116478
ca-AstroPh,DP-WCC,230,3116482
ca-AstroPh,DP-WCC,231,3116485
ca-AstroPh,DP-WCC,232,3116489
ca-AstroPh,DP-WCC,233,3117483
ca-AstroPh,DP-WCC,234,3117510
ca-AstroPh,DP-WCC,235,3117516
ca-AstroPh,DP-WCC,236,3117520
ca-AstroPh,DP-WCC,237,3117524
ca-AstroPh,DP-WCC,238,3117527
ca-AstroPh,DP-WCC,239,3117532
ca-AstroPh,DP-WCC,240,3117535
ca-AstroPh,DP-WCC,241,3117539
ca-AstroPh,DP-WCC,242,3117543
ca-AstroPh,DP-WCC,243,3117546
ca-AstroPh,DP-WCC,244,3117550
ca-AstroPh,DP-WCC,245,3117553
ca-AstroPh,DP-WCC,246,3117557
ca-AstroPh,DP-WCC,247,3117560
ca-AstroPh,DP-WCC,248,3117564
ca-AstroPh,DP-WCC,249,3117567
ca-AstroPh,DP-WCC,250,3117571
ca-AstroPh,DP-WCC,251,3117574
ca-AstroPh,DP-WCC,252,3117578
ca-AstroPh,DP-WCC,253,3117581
ca-AstroPh,DP-WCC,254,3117585
ca-AstroPh,DP-WCC,255,3117588
ca-AstroPh,DP-WCC,256,3117592
ca-AstroPh,DP-WCC,257,3117595
ca-AstroPh,DP-WCC,258,3117599
ca-AstroPh,DP-WCC,259,3117602
ca-AstroPh,DP-WCC,260,3117606
ca-AstroPh,DP-WCC,261,3117609
ca-AstroPh,DP-WCC,262,3117612
ca-AstroPh,DP-WCC,263,3117616
ca-AstroPh,DP-WCC,264,3117619
ca-AstroPh,DP-WCC,265,3117623
ca-AstroPh,DP-WCC,266,3117626
ca-AstroPh,DP-WCC,267,3117630
ca-AstroPh,DP-WCC,268,3117633
ca-AstroPh,DP-WCC,269,3117636
ca-AstroPh,DP-WCC,270,3117640
ca-AstroPh,DP-WCC,271,3117643
ca-AstroPh,DP-WCC,272,3117647
ca-AstroPh,DP-WCC,273,3117650
ca-AstroPh,DP-WCC,274,3117654
ca-AstroPh,DP-WCC,275,3117657
ca-AstroPh,DP-WCC,276,3117660
ca-AstroPh,DP-WCC,277,3117664
ca-AstroPh,DP-WCC,278,3117667
ca-AstroPh,DP-WCC,279,3117671
ca-AstroPh,DP-WCC,280,3117674
ca-AstroPh,DP-WCC,281,3117678
ca-AstroPh,DP-WCC,282,3117681
ca-AstroPh,DP-WCC,283,3117684
ca-AstroPh,DP-WCC,284,3117688
ca-AstroPh,DP-WCC,285,3117691
ca-AstroPh,DP-WCC,286,3117695
ca-AstroPh,DP-WCC,287,3117698
ca-AstroPh,DP-WCC,288,3117702
ca-AstroPh,DP-WCC,289,3117705
ca-AstroPh,DP-WCC,290,3117708
